@relation SpeciesRelation

@attribute bin_0 numeric
@attribute bin_1 numeric
@attribute bin_2 numeric
@attribute bin_3 numeric
@attribute bin_4 numeric
@attribute bin_5 numeric
@attribute bin_6 numeric
@attribute bin_7 numeric
@attribute bin_8 numeric
@attribute bin_9 numeric
@attribute species_class {'African Wildcat','Aria Chicken','Basking Shark','Black Rohu','Blacktip shark','Blue shark','Bull shark',Catla,Cheetah,'Common Carp','Domestic Cat',Fish,'Freshwater Shark','Grass Carp','Hammerhead Shark',Jaguar,'Lemon Shark',Leopard,Lion,'Long-whiskered Catfish','Lucifer Chicken','Mako Shark','Mirror Carp',Mrigal,'Nile Tilapia',Nurse,'Popcorn Chicken',Puma,'Puma Concolor',Rohu,'Sand Cat','Sand tiger Shark',Shark,'Silver Carp','Snow leopard','Striped Catfish','Thresher Shark',Tiger,Whale,'White Shark','Whitetip Shark'}

@data
0.76,0.11,0.04,0.02,0.01,0.02,0.03,0.01,0,0,'Long-whiskered Catfish'
0.4,0.37,0.05,0.05,0.03,0.01,0.04,0.02,0.02,0.01,'Long-whiskered Catfish'
0.8,0.07,0.02,0.03,0.01,0.02,0.01,0.01,0.02,0.01,'Long-whiskered Catfish'
0.78,0.13,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,'Long-whiskered Catfish'
0.73,0.2,0.01,0.02,0,0,0,0.02,0.01,0.01,'Long-whiskered Catfish'
0.51,0.25,0.14,0.03,0.02,0.02,0.01,0,0.01,0.01,'Long-whiskered Catfish'
0.85,0.06,0.02,0.04,0.01,0.01,0,0.01,0,0,'Long-whiskered Catfish'
0.84,0.04,0.04,0.04,0.02,0,0,0.02,0,0,'Long-whiskered Catfish'
0.84,0.08,0.02,0.02,0.02,0.01,0,0.01,0,0,'Long-whiskered Catfish'
0.7,0.1,0.07,0.03,0.04,0.03,0.02,0,0,0.01,'Long-whiskered Catfish'
0.72,0.13,0.06,0.02,0.02,0.01,0.01,0.03,0,0,'Long-whiskered Catfish'
0.83,0.06,0.04,0,0.02,0.03,0.01,0.01,0,0,'Long-whiskered Catfish'
0.81,0.08,0.02,0.01,0.01,0.02,0.01,0.03,0,0.01,'Long-whiskered Catfish'
0.77,0.07,0.05,0.03,0.01,0.02,0.01,0,0.02,0.02,'Long-whiskered Catfish'
0.67,0.17,0.03,0.04,0.05,0.03,0,0,0.01,0,'Long-whiskered Catfish'
0.7,0.2,0.04,0,0.03,0,0.01,0.02,0,0,'Long-whiskered Catfish'
0.79,0.1,0.06,0.04,0,0,0,0,0.01,0,'Long-whiskered Catfish'
0.71,0.15,0.1,0.01,0.02,0.01,0,0,0,0,'Long-whiskered Catfish'
0.72,0.19,0.03,0.04,0.01,0.01,0,0,0,0,'Long-whiskered Catfish'
0.83,0.1,0.01,0.01,0.02,0.01,0,0,0.02,0,'Long-whiskered Catfish'
0.82,0.08,0.05,0.02,0.01,0.01,0.01,0,0,0,'Long-whiskered Catfish'
0.52,0.29,0.05,0.05,0.03,0.01,0.01,0,0.03,0.01,'Long-whiskered Catfish'
0.57,0.25,0.04,0.04,0.03,0.02,0.03,0,0.02,0,'Long-whiskered Catfish'
0.82,0.06,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01,'Long-whiskered Catfish'
0.69,0.21,0.02,0.02,0.01,0,0.04,0.01,0,0,'Long-whiskered Catfish'
0.69,0.17,0.04,0.02,0.01,0.02,0.01,0.03,0.01,0,'Long-whiskered Catfish'
0.69,0.14,0.02,0.03,0.07,0.02,0.01,0.01,0,0.01,'Long-whiskered Catfish'
0.84,0.04,0.03,0.02,0.02,0,0.02,0.03,0,0,'Long-whiskered Catfish'
0.86,0.06,0.02,0.04,0.01,0.01,0,0,0,0,'Long-whiskered Catfish'
0.87,0.04,0.01,0.02,0.01,0.03,0,0.01,0.01,0,'Long-whiskered Catfish'
0.85,0.04,0.02,0.04,0.02,0.01,0,0.02,0,0,'Long-whiskered Catfish'
0.73,0.12,0.02,0.05,0.02,0.02,0.01,0.01,0.02,0,'Long-whiskered Catfish'
0.81,0.05,0.07,0.03,0.03,0.01,0,0,0,0,'Long-whiskered Catfish'
0.79,0.05,0.05,0.02,0.03,0.01,0.03,0,0.02,0,'Long-whiskered Catfish'
0.88,0.02,0.03,0,0.01,0.01,0.01,0.03,0.01,0,'Long-whiskered Catfish'
0.74,0.09,0.03,0.02,0.04,0.02,0.01,0.01,0.02,0.02,'Long-whiskered Catfish'
0.76,0.06,0.04,0.05,0.04,0.01,0,0.03,0.01,0,'Long-whiskered Catfish'
0.87,0.04,0.02,0.01,0.02,0.03,0,0.01,0,0,'Long-whiskered Catfish'
0.74,0.14,0.05,0.01,0.01,0.03,0.01,0,0,0.01,'Long-whiskered Catfish'
0.35,0.21,0.25,0.11,0.03,0.04,0,0,0.01,0,'Lucifer Chicken'
0.61,0.18,0.08,0.03,0.03,0.01,0.02,0.03,0.01,0,'Lucifer Chicken'
0.44,0.29,0.15,0.07,0.01,0.02,0.01,0,0.01,0,'Lucifer Chicken'
0.48,0.31,0.06,0.06,0.06,0.01,0,0.01,0,0.01,'Lucifer Chicken'
0.81,0.07,0.06,0.04,0,0.01,0,0.01,0,0,'Lucifer Chicken'
0.9,0.08,0.01,0,0,0,0.01,0,0,0,'Lucifer Chicken'
0.8,0.14,0.05,0,0,0,0,0.01,0,0,'Lucifer Chicken'
0.7,0.27,0.01,0.01,0,0,0.01,0,0,0,'Lucifer Chicken'
0.69,0.24,0.05,0.01,0,0,0,0,0.01,0,'Lucifer Chicken'
0.98,0,0,0.01,0,0,0,0.01,0,0,'Lucifer Chicken'
0.95,0.02,0,0,0.01,0,0,0.01,0,0.01,'Lucifer Chicken'
0.28,0.29,0.2,0.08,0.09,0.03,0.02,0,0.01,0,'Lucifer Chicken'
0.34,0.32,0.09,0.16,0.04,0.03,0,0.01,0,0.01,'Lucifer Chicken'
0.35,0.28,0.17,0.12,0.03,0.03,0,0.01,0.01,0,'Lucifer Chicken'
0.34,0.3,0.15,0.11,0.03,0.05,0,0.02,0,0,'Lucifer Chicken'
0.33,0.28,0.11,0.12,0.06,0.07,0.02,0.01,0,0,'Lucifer Chicken'
0.28,0.38,0.24,0.09,0.01,0,0,0,0,0,'Lucifer Chicken'
0.74,0.18,0.02,0,0.01,0.01,0,0.01,0.03,0,'Lucifer Chicken'
0.7,0.19,0.04,0.02,0,0.01,0.02,0.01,0.01,0,'Lucifer Chicken'
0.65,0.23,0.09,0.01,0,0.01,0.01,0,0,0,'Lucifer Chicken'
0.56,0.25,0.12,0.01,0,0,0.02,0.02,0.02,0,'Lucifer Chicken'
0.26,0.46,0.07,0.01,0.06,0.01,0.02,0.06,0.04,0.01,'Lucifer Chicken'
0.42,0.36,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.01,'Lucifer Chicken'
0.45,0.35,0.14,0.04,0,0.02,0,0,0,0,'Lucifer Chicken'
0.62,0.19,0.05,0.02,0.02,0.04,0.04,0,0.02,0,'Lucifer Chicken'
0.59,0.27,0.03,0.05,0.01,0.02,0.02,0.01,0,0,'Lucifer Chicken'
0.56,0.29,0.06,0.04,0.01,0.03,0,0,0.01,0,'Lucifer Chicken'
0.41,0.36,0.04,0.02,0.04,0.06,0.03,0.02,0.02,0,'Lucifer Chicken'
0.76,0.2,0.02,0.02,0,0,0,0,0,0,'Lucifer Chicken'
0.59,0.2,0.14,0.04,0.02,0,0,0.01,0,0,'Lucifer Chicken'
0.65,0.13,0.1,0.09,0.02,0,0,0.01,0,0,'Lucifer Chicken'
0.64,0.11,0.08,0.1,0.03,0.02,0,0.01,0.01,0,'Lucifer Chicken'
0.66,0.22,0.06,0.02,0.03,0.01,0,0,0,0,'Lucifer Chicken'
0.39,0.26,0.21,0.07,0.03,0,0.01,0.03,0,0,'Lucifer Chicken'
0.36,0.33,0.18,0.08,0.03,0.01,0,0.01,0,0,'Lucifer Chicken'
0.54,0.27,0.08,0.04,0.03,0.01,0.01,0.01,0.01,0,'Lucifer Chicken'
0.55,0.27,0.05,0.04,0.04,0.01,0.02,0.01,0.01,0,'Lucifer Chicken'
0.58,0.24,0.04,0.02,0.04,0.02,0.02,0.03,0.01,0,'Lucifer Chicken'
0.43,0.26,0.08,0.11,0.06,0.03,0.01,0.01,0.01,0,'Lucifer Chicken'
0.25,0.27,0.24,0.13,0.09,0,0.01,0,0.01,0,'Lucifer Chicken'
0.32,0.34,0.16,0.1,0.06,0,0,0.01,0.01,0,'Lucifer Chicken'
0.62,0.16,0.04,0.05,0.06,0.05,0,0.02,0,0,'Lucifer Chicken'
0.51,0.23,0.05,0.05,0.12,0.02,0.02,0,0,0,'Lucifer Chicken'
0.41,0.2,0.33,0.01,0.01,0,0.01,0.01,0.02,0,'Lucifer Chicken'
0.44,0.2,0.07,0.14,0.12,0.02,0,0.01,0,0,'Lucifer Chicken'
0.61,0.29,0.05,0.01,0,0.01,0.01,0.01,0,0.01,'Lucifer Chicken'
0.48,0.16,0.09,0.13,0.1,0.03,0,0.01,0,0,'Lucifer Chicken'
0.41,0.28,0.09,0.11,0.04,0.05,0.01,0.01,0,0,'Lucifer Chicken'
0.73,0.1,0.07,0.06,0.01,0.01,0,0,0.01,0.01,'Lucifer Chicken'
0.78,0.15,0.03,0.01,0.01,0,0.01,0,0.01,0,'Lucifer Chicken'
0.74,0.14,0.05,0.02,0.03,0,0,0.01,0.01,0,'Lucifer Chicken'
0.76,0.1,0.07,0.03,0.02,0,0,0.01,0.01,0,'Lucifer Chicken'
0.87,0.09,0.03,0,0,0.01,0,0,0,0,'Lucifer Chicken'
0.42,0.28,0.12,0.13,0.05,0,0,0,0,0,'Lucifer Chicken'
0.38,0.25,0.15,0.03,0.07,0.03,0.05,0.04,0,0,'Lucifer Chicken'
0.42,0.25,0.16,0.04,0.04,0.03,0.05,0.01,0,0,'Lucifer Chicken'
0.67,0.15,0.05,0.06,0.02,0,0.01,0,0.03,0.01,'Lucifer Chicken'
0.43,0.2,0.18,0.1,0.07,0.02,0,0,0,0,'Lucifer Chicken'
0.64,0.13,0.09,0.06,0.02,0.02,0.01,0.01,0.02,0,'Lucifer Chicken'
0.4,0.23,0.06,0.09,0.04,0.08,0.06,0.02,0.02,0,'Lucifer Chicken'
0.62,0.19,0.09,0.04,0.03,0.01,0.02,0,0,0,'Lucifer Chicken'
0.65,0.17,0.08,0.04,0.05,0.01,0,0,0,0,'Lucifer Chicken'
0.48,0.33,0.08,0.08,0.01,0.01,0.01,0,0,0,'Lucifer Chicken'
0.84,0.11,0.05,0,0,0,0,0,0,0,'Lucifer Chicken'
0.88,0.09,0.02,0.01,0,0,0,0,0,0,'Lucifer Chicken'
0.58,0.16,0.16,0.01,0.01,0.02,0.01,0.03,0.02,0,'Lucifer Chicken'
0.62,0.15,0.13,0.05,0.01,0,0.02,0.02,0,0,'Lucifer Chicken'
0.56,0.22,0.08,0.08,0.03,0.01,0.01,0.01,0,0,'Lucifer Chicken'
0.49,0.21,0.2,0.03,0.04,0.02,0.01,0,0,0,'Lucifer Chicken'
0.56,0.26,0.09,0.02,0.02,0.04,0,0.01,0,0,'Lucifer Chicken'
0.61,0.21,0.08,0.02,0.03,0.01,0.03,0.01,0,0,'Lucifer Chicken'
0.56,0.23,0.07,0.01,0.04,0,0.04,0.03,0.02,0,'Lucifer Chicken'
0.51,0.25,0.08,0.02,0.02,0.05,0.03,0.02,0.02,0,'Lucifer Chicken'
0.47,0.33,0.16,0.03,0.01,0,0,0,0,0,'Lucifer Chicken'
0.52,0.21,0.13,0.01,0.04,0.05,0.03,0,0.01,0,'Lucifer Chicken'
0.62,0.18,0.12,0.04,0.01,0,0.01,0.01,0,0.01,'Lucifer Chicken'
0.55,0.14,0.08,0.08,0.04,0.05,0.05,0,0.01,0,'Lucifer Chicken'
0.57,0.16,0.07,0.09,0.02,0.03,0.03,0.03,0,0,'Lucifer Chicken'
0.44,0.17,0.09,0.11,0.11,0.05,0.01,0.01,0,0.01,'Lucifer Chicken'
0.43,0.18,0.09,0.12,0.09,0.06,0.03,0,0,0,'Lucifer Chicken'
0.73,0.2,0.02,0,0.01,0.02,0.01,0.01,0,0,'Lucifer Chicken'
0.78,0.12,0.02,0.03,0,0.01,0.02,0,0.01,0.01,'Lucifer Chicken'
0.61,0.24,0.04,0.01,0.02,0.02,0.01,0.02,0.02,0.01,'Lucifer Chicken'
0.54,0.19,0.16,0.06,0.03,0.01,0,0,0.01,0,'Lucifer Chicken'
0.52,0.22,0.08,0.07,0.05,0.04,0.02,0,0,0,'Lucifer Chicken'
0.6,0.3,0.05,0.01,0,0.01,0.02,0.01,0,0,'Lucifer Chicken'
0.62,0.21,0.14,0.02,0,0.01,0,0,0,0,'Lucifer Chicken'
0.74,0.19,0.03,0.01,0.01,0.01,0.01,0,0,0,'Lucifer Chicken'
0.65,0.18,0.08,0.07,0.01,0,0,0,0,0.01,'Lucifer Chicken'
0.55,0.27,0.1,0.05,0.01,0,0,0.01,0.01,0,'Lucifer Chicken'
0.6,0.31,0.05,0.02,0,0.02,0,0,0,0,'Lucifer Chicken'
0.7,0.21,0.05,0.03,0,0.01,0,0,0,0,'Lucifer Chicken'
0.55,0.32,0.07,0.02,0,0.01,0,0,0.03,0,'Lucifer Chicken'
0.43,0.28,0.11,0.07,0.01,0.04,0.01,0.01,0.04,0,'Lucifer Chicken'
0.63,0.21,0.05,0.01,0.05,0.02,0.01,0.01,0,0.01,'Lucifer Chicken'
0.75,0.09,0.06,0.06,0.01,0.01,0.01,0.01,0,0,'Lucifer Chicken'
0.34,0.36,0.12,0.07,0.07,0.02,0.02,0,0,0,'Lucifer Chicken'
0.47,0.2,0.19,0.06,0.04,0,0.01,0.02,0.01,0,'Lucifer Chicken'
0.42,0.22,0.22,0.04,0.02,0,0.02,0.02,0.03,0.01,'Lucifer Chicken'
0.59,0.21,0.14,0.01,0,0.01,0.01,0,0.02,0.01,'Lucifer Chicken'
0.59,0.28,0.05,0,0.02,0.01,0.01,0.02,0.02,0,'Lucifer Chicken'
0.67,0.18,0.05,0.03,0.03,0.02,0.01,0.01,0,0,'Lucifer Chicken'
0.47,0.22,0.09,0.04,0.05,0.03,0.05,0.03,0.02,0,'Lucifer Chicken'
0.47,0.25,0.11,0.03,0.03,0.04,0.03,0.02,0.02,0,'Lucifer Chicken'
0.56,0.2,0.05,0.02,0.05,0.06,0.03,0.03,0,0,'Lucifer Chicken'
0.62,0.22,0.04,0.02,0.03,0.01,0.04,0.02,0,0,'Lucifer Chicken'
0.87,0.08,0.02,0.02,0,0,0,0.01,0,0,'Lucifer Chicken'
0.66,0.12,0.07,0.03,0.06,0.06,0,0,0,0,'Lucifer Chicken'
0.58,0.17,0.08,0.07,0.04,0.04,0.01,0.01,0,0,'Lucifer Chicken'
0.65,0.19,0.04,0.01,0.04,0.01,0.02,0.01,0.03,0,'Lucifer Chicken'
0.71,0.17,0.03,0.01,0.02,0,0.02,0,0.02,0.02,'Lucifer Chicken'
0.39,0.2,0.3,0.06,0,0.01,0.02,0.02,0,0,'Lucifer Chicken'
0.42,0.17,0.27,0.1,0.01,0.01,0.01,0,0,0.01,'Lucifer Chicken'
0.33,0.18,0.14,0.18,0.09,0.05,0.02,0.01,0,0,'Lucifer Chicken'
0.72,0.15,0.04,0.04,0.01,0,0.02,0.01,0.01,0,'Lucifer Chicken'
0.49,0.2,0.17,0.1,0,0.01,0.02,0.01,0,0,'Lucifer Chicken'
0.38,0.21,0.09,0.05,0.06,0.05,0.08,0.07,0.01,0,'Lucifer Chicken'
0.36,0.26,0.13,0.1,0.1,0.03,0.02,0,0,0,'Lucifer Chicken'
0.33,0.2,0.18,0.06,0.15,0.06,0.01,0,0.01,0,'Lucifer Chicken'
0.63,0.2,0.03,0.04,0.02,0.03,0,0.03,0.02,0,'Lucifer Chicken'
0.83,0.07,0.01,0.01,0.02,0.04,0.01,0,0.01,0,'Lucifer Chicken'
0.66,0.22,0.06,0.02,0.01,0.01,0.01,0,0.01,0,'Lucifer Chicken'
0.43,0.17,0.1,0.05,0.1,0.05,0.07,0.01,0.01,0.01,'Lucifer Chicken'
0.57,0.24,0.07,0.02,0.02,0.01,0.05,0.01,0.01,0,'Lucifer Chicken'
0.51,0.17,0.09,0.08,0.05,0.04,0.03,0.02,0.01,0,'Lucifer Chicken'
0.46,0.34,0.09,0.02,0.01,0.03,0.01,0.02,0.01,0.01,'Lucifer Chicken'
0.53,0.25,0.13,0.02,0.02,0.01,0,0.03,0.01,0,'Lucifer Chicken'
0.68,0.23,0.05,0.01,0.01,0.01,0,0.01,0,0,'Lucifer Chicken'
0.09,0.24,0.29,0.27,0.07,0.01,0.02,0.01,0,0,'Lucifer Chicken'
0.67,0.23,0.05,0,0.02,0.01,0.01,0,0.01,0,'Lucifer Chicken'
0.55,0.17,0.15,0.03,0.07,0.03,0,0,0,0,'Lucifer Chicken'
0.4,0.25,0.15,0.05,0.01,0.08,0.04,0.01,0.01,0,'Lucifer Chicken'
0.61,0.16,0.09,0.03,0.03,0.01,0.03,0.03,0.01,0,'Lucifer Chicken'
0.51,0.22,0.15,0.02,0.02,0.01,0.04,0.03,0,0,'Lucifer Chicken'
0.81,0.12,0,0,0.01,0.01,0.02,0.02,0.01,0,'Lucifer Chicken'
0.72,0.19,0.04,0.01,0.02,0,0.01,0.01,0,0,'Lucifer Chicken'
0.45,0.15,0.14,0.09,0.09,0.04,0.02,0.02,0,0,'Lucifer Chicken'
0.41,0.15,0.14,0.13,0.08,0.05,0.01,0.02,0.01,0,'Lucifer Chicken'
0.3,0.41,0.09,0.12,0.06,0.01,0,0.01,0,0,'Lucifer Chicken'
0.3,0.19,0.21,0.1,0.06,0.06,0.04,0.02,0.01,0.01,'Lucifer Chicken'
0.3,0.07,0.13,0.11,0.11,0.13,0.11,0.01,0.03,0,'Lucifer Chicken'
0.43,0.23,0.1,0.09,0.1,0.03,0.02,0,0,0,'Lucifer Chicken'
0.68,0.19,0.11,0.02,0,0,0,0,0,0,'Lucifer Chicken'
0.39,0.22,0.18,0.09,0.07,0.04,0,0,0.01,0,'Lucifer Chicken'
0.34,0.33,0.16,0.07,0.07,0.01,0,0.01,0,0.01,'Lucifer Chicken'
0.35,0.24,0.14,0.09,0.1,0.04,0.03,0,0.01,0,'Lucifer Chicken'
0.81,0.13,0.04,0.01,0,0,0,0.01,0,0,'Lucifer Chicken'
0.72,0.26,0.01,0,0,0,0,0.01,0,0,'Lucifer Chicken'
0.46,0.29,0.13,0.05,0.03,0.01,0.02,0.01,0,0,'Lucifer Chicken'
0.49,0.37,0.11,0,0.01,0.01,0.01,0,0,0,'Lucifer Chicken'
0.32,0.31,0.12,0.13,0.02,0.03,0.03,0.02,0.02,0,'Snow leopard'
0.41,0.2,0.14,0.09,0.1,0.05,0.01,0,0,0,'Snow leopard'
0.59,0.23,0.04,0.03,0.02,0.02,0.02,0.03,0.01,0.01,'Snow leopard'
0.6,0.28,0.07,0.03,0,0.02,0,0,0,0,'Snow leopard'
0.26,0.25,0.16,0.07,0.1,0.08,0.03,0.02,0.02,0.01,'Snow leopard'
0.51,0.22,0.13,0.06,0.03,0.02,0.01,0.01,0.01,0,'Snow leopard'
0.65,0.25,0.05,0.03,0.02,0,0,0,0,0,'Snow leopard'
0.56,0.22,0.14,0.07,0,0,0.01,0,0,0,'Snow leopard'
0.39,0.42,0.07,0.04,0.04,0.03,0,0,0,0.01,'Snow leopard'
0.61,0.17,0.11,0.04,0.03,0.02,0.02,0,0,0,'Snow leopard'
0.56,0.25,0.09,0.04,0.02,0.02,0.02,0,0,0,'Snow leopard'
0.48,0.33,0.11,0.02,0.03,0.02,0.01,0,0,0,'Snow leopard'
0.22,0.2,0.17,0.14,0.07,0.07,0.06,0.05,0.01,0.01,'Snow leopard'
0.78,0.07,0.06,0.02,0.03,0.04,0,0,0,0,'Snow leopard'
0.29,0.25,0.23,0.13,0.02,0.02,0.03,0.03,0,0,'Snow leopard'
0.48,0.23,0.11,0.06,0.05,0.02,0.03,0.01,0.01,0,'Snow leopard'
0.25,0.51,0.1,0.02,0.03,0.04,0.02,0.02,0.01,0,'Snow leopard'
0.33,0.16,0.08,0.07,0.12,0.22,0.01,0.01,0,0,'Snow leopard'
0.4,0.25,0.1,0.1,0.09,0.02,0.02,0.02,0,0,'Snow leopard'
0.79,0.15,0.03,0.02,0,0,0.01,0,0,0,'Snow leopard'
0.83,0.1,0.05,0.01,0.01,0,0,0,0,0,'Snow leopard'
0.45,0.19,0.13,0.09,0.09,0.02,0.02,0.01,0,0,'Snow leopard'
0.36,0.21,0.19,0.11,0.03,0.03,0.04,0.01,0.01,0.01,'Snow leopard'
0.22,0.16,0.26,0.17,0.09,0.06,0.02,0.01,0.01,0,'Snow leopard'
0.68,0.14,0.11,0.04,0,0.01,0.01,0,0.01,0,'Snow leopard'
0.61,0.17,0.13,0.03,0.06,0,0,0,0,0,'Snow leopard'
0.53,0.25,0.1,0.11,0,0.01,0,0,0,0,'Snow leopard'
0.53,0.26,0.18,0,0,0,0.01,0.01,0.01,0,'Snow leopard'
0.56,0.21,0.05,0.07,0.08,0.03,0,0,0,0,'Snow leopard'
0.39,0.2,0.1,0.09,0.13,0.03,0.04,0.02,0,0,'Snow leopard'
0.48,0.19,0.13,0.12,0.03,0.02,0.02,0.01,0,0,'Snow leopard'
0.56,0.25,0.11,0.05,0,0.02,0.01,0,0,0,'Snow leopard'
0.86,0.07,0.03,0.02,0,0.01,0,0.01,0,0,'Snow leopard'
0.23,0.19,0.2,0.17,0.14,0.03,0.02,0.02,0,0,'Snow leopard'
0.42,0.33,0.13,0.01,0.02,0.03,0.05,0.01,0,0,'Snow leopard'
0.62,0.22,0.05,0.05,0.03,0.02,0,0.01,0,0,'Snow leopard'
0.67,0.11,0.1,0.07,0.03,0.01,0,0.01,0,0,'Snow leopard'
0.65,0.16,0.1,0.02,0.02,0.02,0.02,0.01,0,0,'Snow leopard'
0.92,0.02,0.03,0.01,0.02,0,0,0,0,0,'Snow leopard'
0.66,0.11,0.06,0.04,0.04,0.01,0.03,0.05,0,0,'Snow leopard'
0.58,0.24,0.11,0.03,0.02,0.01,0,0.01,0,0,'Snow leopard'
0.69,0.18,0.08,0.01,0.01,0.02,0.01,0,0,0,'Snow leopard'
0.75,0.2,0.02,0.01,0.01,0,0,0.01,0,0,'Snow leopard'
0.5,0.17,0.11,0.1,0.04,0.08,0,0,0,0,'Snow leopard'
0.35,0.23,0.16,0.12,0.06,0.06,0.01,0.01,0,0,'Snow leopard'
0.43,0.31,0.14,0.04,0.03,0.02,0.01,0.02,0,0,'Snow leopard'
0.49,0.26,0.14,0.05,0.02,0,0.02,0.01,0.01,0,'Snow leopard'
0.42,0.34,0.15,0.04,0.03,0.01,0.01,0,0,0,'Snow leopard'
0.39,0.25,0.18,0.09,0.07,0.02,0,0,0,0,'Snow leopard'
0.84,0.09,0.02,0.03,0,0,0.02,0,0,0,'Snow leopard'
0.44,0.19,0.16,0.1,0.03,0.02,0.05,0.01,0,0,'Snow leopard'
0.45,0.25,0.14,0.06,0.02,0.01,0.02,0.02,0.02,0.01,'Snow leopard'
0.6,0.24,0.06,0.03,0.02,0.01,0.02,0.01,0.01,0,'Snow leopard'
0.56,0.33,0.1,0.01,0,0,0,0,0,0,'Snow leopard'
0.17,0.19,0.19,0.14,0.1,0.07,0.1,0.02,0.02,0,'Snow leopard'
0.53,0.31,0.12,0,0.03,0,0,0,0.01,0,'Snow leopard'
0.53,0.16,0.11,0.07,0.05,0.05,0.01,0.02,0,0,'Snow leopard'
0.65,0.23,0.02,0.03,0.01,0.02,0.03,0.01,0,0,'Snow leopard'
0.44,0.29,0.13,0.06,0.01,0.03,0.01,0.02,0,0.01,'Snow leopard'
0.64,0.19,0.03,0.04,0.05,0.02,0.02,0.01,0,0,'Snow leopard'
0.51,0.18,0.1,0.06,0.06,0.07,0.02,0,0,0,'Snow leopard'
0.6,0.21,0.09,0.07,0.01,0,0.01,0,0.01,0,'Snow leopard'
0.65,0.14,0.09,0.05,0.02,0.02,0,0.02,0.01,0,'Snow leopard'
0.42,0.22,0.18,0.08,0.04,0.02,0.01,0.03,0,0,'Snow leopard'
0.68,0.2,0.06,0.03,0.03,0,0,0,0,0,'Snow leopard'
0.61,0.27,0.07,0.01,0.03,0,0,0.01,0,0,'Snow leopard'
0.61,0.17,0.12,0.03,0.05,0.01,0.01,0,0,0,'Snow leopard'
0.7,0.23,0.06,0,0.01,0,0,0,0,0,'Snow leopard'
0.64,0.1,0.14,0.07,0.01,0.03,0,0.01,0,0,'Snow leopard'
0.78,0.14,0.01,0.01,0.02,0.01,0.01,0.01,0,0.01,'Snow leopard'
0.45,0.3,0.12,0.04,0.04,0.03,0,0.01,0.01,0,'Snow leopard'
0.55,0.24,0.11,0.03,0.03,0.02,0,0,0.02,0,'Snow leopard'
0.79,0.13,0.02,0.03,0,0.01,0.01,0.01,0,0,'Snow leopard'
0.79,0.13,0.04,0.01,0.02,0,0,0,0.01,0,'Snow leopard'
0.4,0.26,0.17,0.09,0.06,0.01,0.01,0,0,0,'Snow leopard'
0.82,0.01,0.02,0.03,0.05,0.01,0.02,0.03,0.01,0,'Snow leopard'
0.74,0.19,0.06,0.01,0,0,0,0,0,0,'Snow leopard'
0.56,0.13,0.11,0.05,0.08,0.01,0.03,0.02,0.01,0,'Snow leopard'
0.46,0.16,0.17,0.1,0.05,0.04,0.02,0,0,0,'Snow leopard'
0.76,0.09,0.04,0.06,0.02,0.01,0.01,0,0.01,0,'Snow leopard'
0.44,0.25,0.07,0.07,0.04,0.03,0.03,0.07,0,0,'Snow leopard'
0.51,0.3,0.08,0.05,0.02,0.02,0.01,0.01,0,0,'Snow leopard'
0.6,0.26,0.07,0.01,0.03,0.02,0.01,0,0,0,'Snow leopard'
0.52,0.27,0.11,0.04,0.05,0.01,0,0,0,0,'Snow leopard'
0.74,0.17,0.04,0.04,0,0,0.01,0,0,0,'Snow leopard'
0.71,0.15,0.09,0.02,0.02,0,0,0,0.01,0,'Snow leopard'
0.54,0.18,0.09,0.08,0.05,0.01,0.02,0.01,0.02,0,'Snow leopard'
0.5,0.28,0.13,0.05,0.03,0,0,0,0.01,0,'Snow leopard'
0.44,0.24,0.16,0.11,0.02,0.02,0.01,0,0,0,'Snow leopard'
0.37,0.22,0.14,0.12,0.08,0.04,0.02,0,0.01,0,'Snow leopard'
0.62,0.14,0.08,0.06,0.01,0.04,0.02,0.01,0.02,0,'Snow leopard'
0.36,0.18,0.11,0.14,0.18,0.02,0,0.01,0,0,'Snow leopard'
0.87,0.03,0.04,0.03,0.01,0.01,0,0.01,0,0,'Snow leopard'
0.54,0.23,0.05,0.07,0.04,0.01,0.03,0.01,0.01,0.01,'Snow leopard'
0.78,0.11,0.04,0.04,0,0.01,0,0.01,0.01,0,'Snow leopard'
0.81,0.12,0.01,0.03,0.02,0,0,0.01,0,0,'Snow leopard'
0.32,0.15,0.17,0.14,0.11,0.06,0.03,0.02,0,0,'Snow leopard'
0.76,0.02,0.06,0.05,0.04,0.03,0.01,0.01,0.02,0,'Snow leopard'
0.56,0.21,0.08,0.15,0,0,0,0,0,0,'Snow leopard'
0.49,0.24,0.12,0.06,0.04,0.02,0.01,0.02,0,0,'Snow leopard'
0.58,0.15,0.13,0.06,0.04,0.03,0,0,0.01,0,'Snow leopard'
0.26,0.28,0.26,0.08,0.04,0.02,0.01,0.01,0.02,0.02,'Snow leopard'
0.63,0.21,0.09,0.02,0.03,0,0.01,0,0.01,0,'Snow leopard'
0.43,0.25,0.12,0.1,0.08,0,0.01,0,0.01,0,'Snow leopard'
0.46,0.18,0.2,0.11,0.02,0,0.02,0,0,0.01,'Snow leopard'
0.57,0.28,0.05,0.03,0.02,0.02,0.01,0,0.02,0,'Snow leopard'
