@relation SpeciesRelation

@attribute bin_0 numeric
@attribute bin_1 numeric
@attribute bin_2 numeric
@attribute bin_3 numeric
@attribute bin_4 numeric
@attribute bin_5 numeric
@attribute bin_6 numeric
@attribute bin_7 numeric
@attribute bin_8 numeric
@attribute bin_9 numeric
@attribute species_class {'African Wildcat','Aria Chicken','Basking Shark','Black Rohu','Blacktip shark','Blue shark','Bull shark',Catla,Cheetah,'Common Carp','Domestic Cat',Fish,'Freshwater Shark','Grass Carp','Hammerhead Shark',Jaguar,'Lemon Shark',Leopard,Lion,'Long-whiskered Catfish','Lucifer Chicken','Mako Shark','Mirror Carp',Mrigal,'Nile Tilapia',Nurse,'Popcorn Chicken',Puma,'Puma Concolor',Rohu,'Sand Cat','Sand tiger Shark',Shark,'Silver Carp','Snow leopard','Striped Catfish','Thresher Shark',Tiger,Whale,'White Shark','Whitetip Shark'}

@data
0.25,0.25,0.17,0.07,0.05,0.04,0.07,0.04,0.05,0.01,'Domestic Cat'
0.39,0.33,0.13,0.06,0.04,0,0.01,0,0.03,0.01,'Domestic Cat'
0.82,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.01,0,'Domestic Cat'
0.19,0.17,0.1,0.1,0.15,0.13,0.11,0.01,0.03,0.01,'Domestic Cat'
0.38,0.18,0.12,0.16,0.07,0.05,0.03,0,0,0.01,'Domestic Cat'
0.27,0.17,0.14,0.15,0.05,0.15,0.04,0.03,0,0,'Domestic Cat'
0.16,0.14,0.21,0.26,0.21,0.02,0,0,0,0,'Domestic Cat'
0.66,0.17,0.09,0.02,0.04,0.01,0,0.01,0,0,'Domestic Cat'
0.15,0.15,0.15,0.15,0.16,0.12,0.07,0.03,0.02,0,'Domestic Cat'
0.23,0.31,0.26,0.02,0.02,0.02,0.04,0.06,0.04,0,'Domestic Cat'
0.52,0.25,0.1,0.1,0.02,0,0,0.01,0,0,'Domestic Cat'
0.21,0.52,0.05,0.08,0.02,0.03,0.02,0.03,0.02,0.02,'Domestic Cat'
0.23,0.24,0.19,0.1,0.09,0.06,0.04,0.05,0,0,'Domestic Cat'
0.39,0.3,0.11,0.05,0.02,0.01,0.04,0.02,0.03,0.03,'Domestic Cat'
0.15,0.07,0.17,0.2,0.17,0.12,0.07,0.03,0.02,0,'Domestic Cat'
0.48,0.27,0.14,0.06,0.02,0.02,0,0.01,0,0,'Domestic Cat'
0.38,0.26,0.21,0.02,0.03,0.02,0.03,0.03,0.01,0.01,'Domestic Cat'
0.5,0.32,0.07,0.09,0,0,0.01,0,0.01,0,'Domestic Cat'
0.41,0.16,0.16,0.07,0.05,0.03,0.05,0.01,0.01,0.05,'Domestic Cat'
0.25,0.19,0.21,0.16,0.12,0.01,0.01,0.02,0.03,0,'Domestic Cat'
0.14,0.34,0.2,0.1,0.12,0.05,0.02,0.01,0.01,0.01,'Domestic Cat'
0.68,0.13,0.1,0.03,0.03,0,0.01,0.01,0.01,0,'Domestic Cat'
0.45,0.21,0.11,0.12,0.02,0.04,0.02,0,0.01,0.02,'Domestic Cat'
0.38,0.27,0.2,0.07,0.05,0.01,0.02,0,0,0,'Domestic Cat'
0.82,0.11,0.03,0.01,0.01,0.01,0,0,0.01,0,'Domestic Cat'
0.47,0.28,0.1,0.1,0.04,0.01,0,0,0,0,'Domestic Cat'
0.49,0.19,0.12,0.07,0.03,0.08,0.01,0.01,0,0,'Domestic Cat'
0.73,0.14,0.03,0,0.01,0.01,0.02,0.03,0.03,0,'Domestic Cat'
0.33,0.16,0.14,0.3,0.06,0,0,0,0,0.01,'Domestic Cat'
0.4,0.44,0.05,0.06,0.01,0.02,0,0.02,0,0,'Domestic Cat'
0.72,0.14,0.05,0.06,0,0.01,0.02,0,0,0,'Domestic Cat'
0.27,0.36,0.17,0.09,0.04,0.03,0.02,0.02,0,0,'Domestic Cat'
0.63,0.17,0.06,0.05,0.01,0.05,0.02,0,0.01,0,'Domestic Cat'
0.57,0.26,0.07,0.03,0.01,0.03,0,0.02,0.01,0,'Domestic Cat'
0.4,0.22,0.14,0.12,0.09,0.01,0.02,0,0,0,'Domestic Cat'
0.12,0.11,0.12,0.17,0.12,0.17,0.13,0.04,0.01,0.01,'Domestic Cat'
0.52,0.25,0.12,0.03,0.04,0.02,0,0.01,0,0.01,'Domestic Cat'
0.59,0.27,0.07,0.04,0.02,0.01,0,0,0,0,'Domestic Cat'
0.61,0.12,0.08,0.07,0.03,0.03,0.06,0,0,0,'Domestic Cat'
0.22,0.31,0.2,0.14,0.08,0.04,0.01,0,0,0,'Domestic Cat'
0.39,0.45,0.07,0.02,0.01,0.02,0.03,0,0.01,0,'Domestic Cat'
0.51,0.24,0.13,0.05,0.01,0.04,0,0.02,0,0,'Domestic Cat'
0.41,0.2,0.19,0.05,0.09,0.06,0,0,0,0,'Domestic Cat'
0.3,0.26,0.13,0.07,0.12,0.07,0.03,0.01,0.01,0,'Domestic Cat'
0.22,0.17,0.15,0.12,0.16,0.1,0.02,0.04,0.02,0,'Domestic Cat'
0.47,0.31,0.14,0.04,0.01,0,0.01,0.01,0,0.01,'Domestic Cat'
0.13,0.34,0.2,0.11,0.11,0.05,0.03,0.01,0.01,0.01,'Domestic Cat'
0.76,0.06,0.02,0.02,0.04,0.04,0.04,0.02,0,0,'Domestic Cat'
0.04,0.19,0.2,0.21,0.2,0.14,0.02,0,0,0,'Domestic Cat'
0.41,0.22,0.1,0.11,0.09,0.04,0.02,0,0.01,0,'Domestic Cat'
0.18,0.15,0.24,0.22,0.08,0.05,0.05,0.03,0,0,'Domestic Cat'
0.3,0.2,0.09,0.13,0.12,0.04,0.06,0.02,0.04,0,'Domestic Cat'
0.28,0.24,0.15,0.1,0.1,0.08,0.04,0.01,0,0,'Domestic Cat'
0.19,0.12,0.15,0.29,0.12,0.05,0.05,0.01,0.01,0.01,'Domestic Cat'
0.36,0.31,0.16,0.12,0,0.04,0,0.01,0,0,'Domestic Cat'
0.05,0.13,0.31,0.28,0.05,0.07,0.03,0.03,0.04,0.01,'Domestic Cat'
0.55,0.24,0.04,0.03,0.02,0.03,0.01,0.05,0.01,0.02,'Domestic Cat'
0.43,0.35,0.09,0.06,0.04,0,0.02,0,0.01,0,'Domestic Cat'
0.67,0.2,0.09,0.03,0,0,0,0,0.01,0,'Domestic Cat'
0.29,0.41,0.1,0.06,0.07,0.03,0.02,0.01,0.01,0,'Domestic Cat'
0.6,0.15,0.05,0.05,0.03,0.01,0.05,0.04,0.01,0.01,'Domestic Cat'
0.13,0.55,0.1,0.08,0.05,0.04,0.02,0.01,0.01,0.01,'Domestic Cat'
0.39,0.28,0.15,0.07,0.04,0.03,0.01,0.02,0.01,0,'Domestic Cat'
0.4,0.22,0.15,0.06,0.08,0.02,0.03,0.02,0,0.02,'Domestic Cat'
0.77,0.07,0.04,0.01,0.04,0.03,0.01,0.02,0.01,0,'Domestic Cat'
0.49,0.26,0.1,0.05,0.04,0.03,0.01,0.01,0,0.01,'Domestic Cat'
0.62,0.16,0.05,0.05,0.05,0.02,0.03,0.01,0.01,0,'Domestic Cat'
0.61,0.2,0.09,0.03,0.01,0.04,0,0.02,0,0,'Domestic Cat'
0.41,0.32,0.09,0.06,0.11,0.01,0,0,0,0,'Domestic Cat'
0.43,0.33,0.11,0.05,0.04,0.01,0,0.03,0,0,'Domestic Cat'
0.26,0.19,0.14,0.14,0.09,0.04,0.04,0.04,0.05,0.01,'Domestic Cat'
0.16,0.31,0.19,0.13,0.03,0.05,0.04,0.06,0.03,0,'Domestic Cat'
0.37,0.25,0.2,0.1,0.04,0.04,0,0,0,0,'Domestic Cat'
0.72,0.16,0.07,0.02,0.01,0,0.01,0,0,0.01,'Domestic Cat'
0.43,0.17,0.07,0.15,0.1,0.05,0.02,0,0.01,0,'Domestic Cat'
0.31,0.24,0.19,0.07,0.08,0.01,0.04,0.03,0.03,0,'Domestic Cat'
0.23,0.23,0.21,0.15,0.13,0.03,0.01,0,0.01,0,'Domestic Cat'
0.74,0.17,0.02,0,0,0.02,0.02,0.01,0.01,0.01,'Domestic Cat'
0.1,0.12,0.27,0.26,0.19,0.03,0.02,0,0,0.01,'Domestic Cat'
0.59,0.27,0.07,0.04,0.02,0.01,0,0,0,0,'Domestic Cat'
0.25,0.26,0.09,0.06,0.18,0.08,0.04,0.04,0,0,'Domestic Cat'
0.64,0.09,0.07,0.11,0.04,0.01,0.01,0.01,0.01,0.01,'Domestic Cat'
0.66,0.14,0.08,0.08,0.03,0,0.01,0,0,0,'Domestic Cat'
0.47,0.24,0.16,0.04,0.03,0.03,0.02,0.01,0,0,'Domestic Cat'
0.42,0.07,0.1,0.09,0.14,0.1,0.06,0.01,0.01,0,'Domestic Cat'
0.24,0.3,0.28,0.05,0.03,0.04,0.01,0.03,0.01,0.01,'Domestic Cat'
0.63,0.25,0.04,0.06,0.02,0,0,0,0,0,'Domestic Cat'
0.63,0.25,0.02,0.02,0.04,0.02,0.01,0.01,0,0,'Domestic Cat'
0.59,0.15,0.08,0.07,0.05,0.01,0.02,0.02,0.01,0,'Domestic Cat'
0.15,0.3,0.2,0.14,0.09,0.04,0.03,0.01,0.02,0.02,'Domestic Cat'
0.89,0.04,0.03,0,0.01,0.01,0.01,0,0.01,0,'Domestic Cat'
0.32,0.25,0.19,0.08,0.05,0.02,0.04,0.02,0.02,0.01,'Domestic Cat'
0.48,0.23,0.15,0.03,0.04,0.03,0.03,0.01,0,0,'Domestic Cat'
0.61,0.07,0.08,0.08,0.06,0.06,0.02,0.01,0.01,0,'Domestic Cat'
0.76,0.08,0.07,0.04,0.05,0,0,0,0,0,'Domestic Cat'
0.28,0.29,0.22,0.12,0.06,0.02,0,0.01,0,0,'Domestic Cat'
0.59,0.25,0.06,0.09,0,0,0,0,0.01,0,'Domestic Cat'
0.71,0.18,0.02,0.05,0.02,0,0.01,0.01,0,0,'Domestic Cat'
0.52,0.25,0.04,0.07,0.03,0.01,0.01,0.01,0.05,0.01,'Domestic Cat'
0.54,0.29,0.02,0.08,0.02,0.03,0.01,0,0.01,0,'Domestic Cat'
0.26,0.32,0.22,0.08,0.05,0.03,0.01,0.01,0.02,0,'Domestic Cat'
0.48,0.29,0.11,0.04,0.03,0.02,0.02,0,0,0.01,'Domestic Cat'
0.62,0.24,0.07,0.02,0.02,0.01,0.01,0.01,0,0,'Domestic Cat'
0.3,0.49,0.1,0.04,0.04,0.01,0,0.02,0,0,'Domestic Cat'
0.28,0.4,0.15,0.03,0.02,0.03,0.03,0.01,0.04,0.01,'Domestic Cat'
0.74,0.11,0.07,0.03,0.01,0.02,0.01,0,0.01,0,'Freshwater Shark'
0.32,0.32,0.07,0.13,0.04,0.04,0.02,0.03,0.02,0.01,'Freshwater Shark'
0.64,0.2,0.07,0.03,0.03,0.01,0,0,0,0.02,'Freshwater Shark'
0.89,0.02,0.03,0.03,0.02,0,0.01,0,0,0,'Freshwater Shark'
0.66,0.19,0.06,0.01,0.05,0.01,0.02,0,0,0,'Freshwater Shark'
0.56,0.3,0.05,0.04,0,0.01,0.01,0.01,0.02,0,'Freshwater Shark'
0.49,0.36,0.04,0.03,0.04,0.02,0.01,0,0.01,0,'Freshwater Shark'
0.81,0.1,0.04,0.02,0.02,0.01,0,0,0,0,'Freshwater Shark'
0.82,0.1,0.03,0.01,0.04,0,0,0,0,0,'Freshwater Shark'
0.67,0.13,0.02,0.05,0.07,0.04,0.02,0,0,0,'Freshwater Shark'
0.79,0.12,0.03,0,0.01,0.02,0,0.02,0.01,0,'Freshwater Shark'
0.72,0.18,0.08,0.01,0.01,0,0,0,0,0,'Freshwater Shark'
0.73,0.12,0.08,0.03,0.03,0.01,0,0,0,0,'Freshwater Shark'
0.83,0.06,0.07,0,0.03,0.01,0,0,0,0,'Freshwater Shark'
0.75,0.18,0.03,0.01,0,0,0.02,0,0.01,0,'Freshwater Shark'
0.8,0.09,0.08,0.01,0.01,0.01,0,0,0,0,'Freshwater Shark'
0.81,0.12,0.03,0.01,0.02,0,0,0,0.01,0,'Freshwater Shark'
0.5,0.36,0.03,0.05,0.03,0.01,0.01,0.01,0,0,'Freshwater Shark'
0.83,0.08,0.01,0.02,0.02,0.02,0.01,0.01,0,0,'Freshwater Shark'
0.74,0.13,0.05,0.04,0.02,0.01,0.01,0,0,0,'Freshwater Shark'
0.69,0.22,0.01,0.03,0,0.02,0.02,0,0,0.01,'Freshwater Shark'
0.69,0.18,0.09,0.02,0.01,0.01,0,0,0,0,'Freshwater Shark'
0.6,0.25,0.04,0.03,0.01,0.03,0.02,0.01,0.01,0,'Freshwater Shark'
0.67,0.2,0.05,0.04,0.02,0.02,0,0,0,0,'Freshwater Shark'
0.57,0.36,0.04,0,0,0,0,0.02,0.01,0,'Freshwater Shark'
0.62,0.21,0.08,0.05,0.03,0,0,0,0.01,0,'Freshwater Shark'
0.96,0.03,0,0,0.01,0,0,0,0,0,'Freshwater Shark'
0.78,0.15,0.02,0.02,0.01,0,0,0.01,0.01,0,'Freshwater Shark'
0.91,0.04,0.02,0.03,0,0,0,0,0,0,'Freshwater Shark'
0.86,0.07,0.03,0.02,0.01,0,0.01,0,0,0,'Freshwater Shark'
0.77,0.09,0.04,0.03,0.02,0.05,0,0,0,0,'Freshwater Shark'
0.81,0.06,0.06,0.02,0,0.02,0.01,0.02,0,0,'Freshwater Shark'
0.83,0.11,0.04,0.02,0,0,0,0,0,0,'Freshwater Shark'
0.76,0.11,0.05,0.03,0.04,0,0.01,0,0,0,'Freshwater Shark'
0.79,0.14,0.04,0.02,0,0.01,0,0,0,0,'Freshwater Shark'
0.73,0.16,0.05,0.02,0.04,0,0,0,0,0,'Freshwater Shark'
0.72,0.14,0.06,0.04,0.02,0.01,0,0,0.01,0,'Freshwater Shark'
0.61,0.25,0.07,0.03,0.02,0,0,0,0.02,0,'Freshwater Shark'
0.54,0.25,0.08,0.06,0.05,0,0.01,0,0.01,0,'Freshwater Shark'
0.86,0.08,0.04,0.01,0.01,0,0,0,0,0,'Freshwater Shark'
0.32,0.46,0.07,0.07,0.03,0,0.01,0.02,0.01,0.01,'Freshwater Shark'
0.68,0.19,0.07,0.01,0.03,0.01,0.01,0,0,0,'Freshwater Shark'
0.74,0.15,0.04,0.01,0.02,0.02,0.01,0.01,0,0,'Freshwater Shark'
0.85,0.04,0.01,0.04,0.03,0.01,0.01,0.01,0,0,'Freshwater Shark'
0.71,0.21,0.05,0.02,0.01,0,0,0,0,0,'Freshwater Shark'
0.79,0.07,0.06,0.04,0.01,0.01,0.01,0.01,0,0,'Freshwater Shark'
0.7,0.19,0.03,0.02,0.02,0.01,0,0.01,0.02,0,'Freshwater Shark'
0.72,0.14,0.04,0.01,0.03,0.02,0,0.03,0.01,0,'Freshwater Shark'
0.85,0.09,0.03,0.03,0,0,0,0,0,0,'Freshwater Shark'
0.64,0.24,0.09,0.03,0,0,0,0,0,0,'Freshwater Shark'
0.73,0.13,0.05,0.04,0.01,0.02,0.01,0.01,0,0,'Freshwater Shark'
0.7,0.14,0.06,0.05,0.01,0.01,0.01,0.01,0,0.01,'Freshwater Shark'
0.75,0.12,0.08,0.01,0.01,0.01,0,0.01,0,0.01,'Freshwater Shark'
0.83,0.09,0.04,0.02,0.01,0,0,0,0,0.01,'Freshwater Shark'
0.6,0.24,0.1,0.01,0,0.01,0.03,0.01,0,0,'Freshwater Shark'
0.8,0.13,0.01,0.03,0.01,0.01,0.01,0,0,0,'Freshwater Shark'
0.89,0.03,0.04,0.01,0.01,0.02,0,0,0,0,'Freshwater Shark'
0.77,0.12,0.04,0.04,0.01,0.02,0,0,0,0,'Freshwater Shark'
0.66,0.23,0.05,0.01,0.03,0.02,0,0,0,0,'Freshwater Shark'
0.79,0.11,0.03,0.03,0.01,0.01,0.01,0.01,0,0,'Freshwater Shark'
0.78,0.04,0.06,0.03,0.04,0.03,0.01,0.01,0,0,'Grass Carp'
0.84,0.06,0.02,0.02,0.03,0,0.01,0.01,0.01,0,'Grass Carp'
0.86,0.07,0.03,0.02,0.01,0.01,0,0,0,0,'Grass Carp'
0.82,0.07,0.03,0.03,0.02,0,0.01,0.02,0,0,'Grass Carp'
0.83,0.05,0.05,0.02,0,0.02,0.03,0,0,0,'Grass Carp'
0.57,0.27,0.05,0.02,0.04,0.02,0.02,0.01,0,0,'Grass Carp'
0.8,0.07,0.05,0.01,0.03,0.02,0,0.02,0,0,'Grass Carp'
0.67,0.1,0.08,0.06,0.04,0.01,0.01,0.03,0,0,'Grass Carp'
0.85,0.06,0.04,0.03,0.01,0.01,0,0,0,0,'Grass Carp'
0.86,0.06,0.04,0.03,0,0,0.01,0,0,0,'Grass Carp'
0.8,0.07,0.05,0.04,0.01,0.01,0,0.01,0.01,0,'Grass Carp'
0.88,0.07,0.01,0.01,0.01,0.01,0,0.01,0,0,'Grass Carp'
0.84,0.07,0.04,0.01,0.02,0,0.02,0,0,0,'Grass Carp'
0.84,0.06,0.07,0.02,0,0,0.01,0,0,0,'Grass Carp'
0.82,0.08,0.04,0.01,0.02,0.01,0.01,0,0.01,0,'Grass Carp'
0.84,0.08,0.03,0.01,0.02,0,0.02,0,0,0,'Grass Carp'
0.76,0.12,0.08,0.02,0,0,0,0.02,0,0,'Grass Carp'
0.8,0.1,0.03,0,0.03,0.02,0,0.01,0.01,0,'Grass Carp'
0.8,0.06,0.05,0.02,0.01,0.01,0.03,0,0.02,0,'Grass Carp'
0.52,0.29,0.06,0.05,0.02,0.02,0,0.02,0.01,0.01,'Grass Carp'
0.71,0.11,0.05,0.01,0.01,0.02,0.01,0.03,0.04,0.01,'Grass Carp'
0.89,0.06,0.05,0,0,0,0,0,0,0,'Grass Carp'
0.81,0.09,0.04,0.03,0,0,0,0.02,0,0.01,'Grass Carp'
0.83,0.08,0.04,0.01,0,0,0.03,0.01,0,0,'Grass Carp'
0.81,0.09,0.03,0.01,0.03,0,0.01,0.02,0,0,'Grass Carp'
0.16,0.19,0.17,0.27,0.15,0.04,0.01,0.01,0,0,'Grass Carp'
0.85,0.01,0.03,0.03,0.02,0.03,0.01,0.02,0,0,'Grass Carp'
0.53,0.24,0.1,0.06,0.01,0.02,0.02,0.02,0,0,'Grass Carp'
0.84,0.08,0.04,0.04,0,0,0,0,0,0,'Grass Carp'
0.82,0.12,0.03,0,0.01,0.02,0,0,0,0,'Grass Carp'
0.84,0.08,0.03,0.01,0.01,0.02,0,0,0.01,0,'Grass Carp'
0.63,0.21,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.01,'Grass Carp'
0.88,0.04,0.03,0.01,0,0.02,0,0.01,0.01,0,'Grass Carp'
0.89,0.04,0.02,0.02,0.01,0.01,0,0.01,0,0,'Grass Carp'
0.74,0.12,0.05,0.04,0.02,0.01,0,0.01,0.01,0,'Grass Carp'
0.85,0.11,0.01,0,0,0.01,0.01,0,0,0.01,'Grass Carp'
0.75,0.14,0.02,0.06,0.02,0.01,0,0,0,0,'Grass Carp'
0.83,0.08,0.02,0.03,0.01,0.01,0.01,0,0.01,0,'Grass Carp'
0.76,0.12,0.04,0.03,0.01,0.02,0,0.01,0,0.01,'Grass Carp'
0.51,0.26,0.08,0.04,0.03,0.03,0.02,0.02,0.01,0,'Grass Carp'
0.88,0.05,0.03,0.02,0,0.01,0,0.01,0,0,'Grass Carp'
0.82,0.09,0.03,0,0.02,0.02,0,0.01,0.01,0,'Grass Carp'
0.87,0.06,0.05,0.01,0.01,0,0,0,0,0,'Grass Carp'
0.87,0.05,0.04,0.02,0,0.01,0.01,0,0,0,'Grass Carp'
0.56,0.25,0.05,0.04,0.02,0.03,0.01,0,0.02,0.02,'Grass Carp'
0.86,0.03,0.04,0.02,0.01,0.02,0.01,0.01,0,0,'Grass Carp'
0.67,0.14,0.08,0.04,0.02,0.04,0.01,0,0,0,'Grass Carp'
0.31,0.16,0.24,0.16,0.09,0.03,0,0,0,0.01,'Grass Carp'
0.75,0.1,0.02,0.06,0.02,0.02,0.02,0.01,0,0,'Grass Carp'
0.92,0.03,0.03,0.01,0.01,0,0,0,0,0,'Grass Carp'
0.1,0.17,0.4,0.22,0.06,0.02,0.01,0.01,0.01,0,'Grass Carp'
0.75,0.11,0.08,0,0,0.03,0.02,0.01,0,0,'Grass Carp'
0.84,0.05,0.05,0.02,0.01,0.02,0.01,0,0,0,'Grass Carp'
0.14,0.23,0.36,0.06,0.07,0.08,0.03,0.02,0,0.01,'Grass Carp'
0.76,0.09,0.02,0.03,0.01,0.01,0,0.03,0.01,0.04,'Grass Carp'
0.88,0.05,0.01,0.01,0,0,0.02,0.01,0.01,0.01,'Grass Carp'
0.82,0.05,0.04,0.05,0.01,0.01,0.01,0,0.01,0,'Grass Carp'
0.86,0.08,0.01,0.01,0.02,0.01,0,0,0.01,0,'Grass Carp'
0.46,0.29,0.14,0.04,0.02,0.01,0.03,0.01,0,0,'Grass Carp'
0.46,0.29,0.14,0.04,0.02,0.01,0.03,0.01,0,0,'Grass Carp'
0.74,0.14,0.06,0,0,0.01,0.03,0.02,0,0,'Grass Carp'
0.82,0.12,0.04,0,0.01,0,0,0.01,0,0,'Grass Carp'
0.87,0.03,0.03,0.02,0,0.02,0.02,0,0.01,0,'Grass Carp'
0.86,0.07,0.04,0.01,0.01,0.01,0,0,0,0,'Grass Carp'
0.7,0.2,0.02,0.01,0.02,0,0.02,0.03,0,0,'Grass Carp'
0.86,0.05,0.03,0.01,0,0.02,0.02,0,0,0.01,'Grass Carp'
0.78,0.08,0.05,0.04,0.01,0.02,0.01,0.01,0,0,'Grass Carp'
0.78,0.1,0.06,0.02,0.03,0,0.01,0,0,0,'Grass Carp'
0.73,0.16,0.06,0.02,0.01,0.01,0,0.01,0,0,'Grass Carp'
0.1,0.17,0.4,0.22,0.06,0.02,0.01,0.01,0.01,0,'Grass Carp'
0.9,0.03,0.01,0.02,0.01,0.01,0.02,0,0,0,'Grass Carp'
0.88,0.04,0.01,0.05,0,0.02,0,0,0,0,'Grass Carp'
0.9,0.03,0.03,0.02,0.01,0.01,0,0,0,0,'Grass Carp'
0.94,0.03,0.02,0,0.01,0,0,0,0,0,'Grass Carp'
0.67,0.11,0.08,0.06,0.02,0.02,0.02,0.01,0.01,0,'Grass Carp'
0.43,0.25,0.23,0.03,0.02,0.03,0,0,0.01,0,'Grass Carp'
0.83,0.11,0.02,0.02,0.01,0,0.01,0,0,0,'Grass Carp'
0.82,0.05,0.04,0.03,0.01,0.01,0.01,0.02,0.01,0,'Grass Carp'
0.88,0.07,0.02,0.01,0.01,0,0,0.01,0,0,'Grass Carp'
0.79,0.07,0.03,0.02,0.01,0.03,0.02,0.01,0.01,0.01,'Grass Carp'
0.83,0.05,0.07,0.03,0.01,0,0,0.01,0,0,'Grass Carp'
0.67,0.14,0.05,0.03,0.01,0.01,0.03,0.03,0.01,0.02,'Grass Carp'
0.87,0.01,0.05,0.03,0,0.01,0.01,0.01,0,0.01,'Grass Carp'
0.64,0.2,0.06,0.04,0.03,0,0.01,0.01,0.01,0,'Grass Carp'
0.82,0.04,0.06,0.04,0.03,0,0,0,0,0.01,'Grass Carp'
0.68,0.16,0.03,0.03,0.02,0,0.03,0.01,0.04,0,'Grass Carp'
0.83,0.09,0.04,0.03,0.01,0,0,0,0,0,'Grass Carp'
0.8,0.09,0.04,0.02,0.02,0.01,0,0.02,0,0,'Grass Carp'
0.87,0.08,0.01,0.02,0,0,0.01,0.01,0,0,'Grass Carp'
0.83,0.06,0.04,0.01,0.02,0,0.03,0.01,0,0,'Grass Carp'
0.86,0.06,0.01,0.03,0.01,0,0.03,0,0,0,'Grass Carp'
0.82,0.05,0.04,0.03,0.02,0.01,0.01,0.02,0,0,'Grass Carp'
0.92,0.05,0.01,0.01,0,0,0,0,0,0.01,'Grass Carp'
0.83,0.05,0.03,0.03,0.03,0,0.02,0.01,0,0,'Grass Carp'
0.81,0.08,0.02,0.04,0.02,0.01,0.01,0,0.01,0,'Grass Carp'
0.77,0.07,0.03,0.05,0.01,0.03,0.02,0.02,0,0,'Grass Carp'
0.17,0.15,0.2,0.27,0.16,0.02,0.03,0,0,0,'Grass Carp'
0.82,0.04,0.03,0.05,0,0.04,0.01,0,0.01,0,'Grass Carp'
0.52,0.17,0.14,0.03,0.04,0.04,0.01,0.02,0.02,0.01,'Grass Carp'
0.87,0.05,0.04,0.01,0.02,0,0,0,0.01,0,'Grass Carp'
0.64,0.2,0.04,0.01,0.04,0.01,0.01,0.05,0,0,'Grass Carp'
0.76,0.14,0.04,0.04,0,0,0.01,0.01,0,0,'Grass Carp'
0.27,0.24,0.17,0.21,0.09,0.01,0,0.01,0,0,'Grass Carp'
0.32,0.46,0.03,0.03,0.03,0.03,0,0.01,0.04,0.05,'Grass Carp'
0.79,0.09,0.06,0.02,0.01,0.01,0.01,0,0.01,0,'Grass Carp'
0.54,0.26,0.09,0.02,0.01,0.04,0.01,0.02,0.01,0,'Grass Carp'
0.75,0.04,0.07,0.05,0.04,0,0.04,0.01,0,0,'Grass Carp'
0.55,0.22,0.07,0.03,0.02,0,0.02,0.02,0.06,0.01,'Grass Carp'
0.68,0.18,0.04,0.04,0.02,0.01,0.01,0.02,0,0,'Grass Carp'
0.76,0.05,0.03,0.02,0.04,0.04,0.01,0.02,0.03,0,'Grass Carp'
0.83,0.05,0.03,0.02,0.04,0,0,0.02,0.01,0,'Grass Carp'
0.91,0.03,0.03,0.01,0.01,0,0.01,0,0,0,'Grass Carp'
0.8,0.06,0.03,0.04,0.01,0.02,0.01,0.02,0,0.01,'Grass Carp'
0.85,0.04,0.03,0.03,0.03,0.02,0,0,0,0,'Grass Carp'
0.83,0.07,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0,'Grass Carp'
0.87,0.05,0.05,0,0,0,0.01,0.01,0.01,0,'Grass Carp'
0.85,0.06,0.01,0.03,0.02,0.01,0.01,0.01,0,0,'Grass Carp'
0.17,0.22,0.16,0.28,0.14,0.02,0,0.01,0,0,'Grass Carp'
0.47,0.41,0.06,0.02,0.02,0,0,0.01,0.01,0,'Grass Carp'
0.37,0.14,0.22,0.13,0.05,0.04,0.03,0,0.02,0,'Grass Carp'
0.61,0.21,0.13,0.04,0,0,0,0,0.01,0,Jaguar
0.46,0.27,0.15,0.02,0.05,0.03,0,0.02,0,0,Jaguar
0.42,0.26,0.08,0.07,0.06,0.06,0.02,0.02,0.01,0,Jaguar
0.14,0.16,0.21,0.15,0.32,0.02,0,0,0,0,Jaguar
0.54,0.24,0.14,0.05,0.01,0,0.01,0.01,0,0,Jaguar
0.46,0.32,0.18,0.03,0,0,0.01,0,0,0,Jaguar
0.41,0.22,0.14,0.08,0.09,0.02,0.03,0.01,0,0,Jaguar
0.2,0.23,0.17,0.1,0.06,0.02,0.05,0.07,0.08,0.02,Jaguar
0.61,0.14,0.09,0.04,0.03,0.06,0.02,0,0,0.01,Jaguar
0.27,0.21,0.14,0.08,0.11,0.14,0.03,0.02,0,0,Jaguar
0.89,0.09,0.01,0.01,0,0,0,0,0,0,Jaguar
0.28,0.32,0.11,0.08,0.07,0.05,0.02,0,0.03,0.04,Jaguar
0.65,0.18,0.02,0.02,0,0.07,0.02,0.03,0.01,0,Jaguar
0.83,0.06,0.04,0.04,0.01,0,0.02,0,0,0,Jaguar
0.17,0.35,0.13,0.1,0.06,0.02,0.07,0.05,0.03,0.02,Jaguar
0.36,0.23,0.11,0.12,0.1,0.04,0.03,0.01,0,0,Jaguar
0.52,0.36,0.05,0.04,0.02,0,0,0,0.01,0,Jaguar
0.12,0.07,0.46,0.12,0.03,0.04,0.06,0.04,0.03,0.03,Jaguar
0.5,0.23,0.11,0.06,0.04,0.03,0.02,0.01,0,0,Jaguar
0.11,0.11,0.08,0.11,0.29,0.12,0.06,0.07,0.04,0.01,Jaguar
